statement,verdict,sentiment
The Post Office advises never send cash mail It’s secure Vote mail,mostly-false,0.34
90000 Californians unsheltered homeless,true,0.0
Says Sen John McCain taken money Wall Street sitting senator,half-true,0.0
Rubios tax swap proposal would massive tax increase,false,0.3182
Says much money government collecting peoplein term gross domestic product lowest 40 50 year,mostly-true,-0.6908
Says Lee Leffingwell mayor Austin Texas long Sarah Palin governor Alaska,false,0.0
We give foreign aid developing country 70 percent stolen top,false,-0.34
California Gov Gavin Newsom let 76000 inmate jail,false,0.0
The top 1 percent pay 45 percent tax country,half-true,0.1027
Spanish first European language spoken country,true,0.0
Says number Americans living poverty line highest level since 1964,mostly-true,-0.4588
It’s unusual hospital sit max near max capacity given day,half-true,0.0
Says proponent bond package Austin school district say district secondlowest bond tax rate among Central Texas area school district,half-true,0.0
Under current US immigration policy literally one person green card extreme bring 270 relative,false,0.0
Says could saved cost building Powell Butte water reservoir,false,0.4215
Based current trend 155 million girl married next 16 year child,half-true,0.0
There’s tremendous tax pay American business go China whereas China sell u there’s tax,mostly-false,-0.1027
The Senate version health care reform bill allows taxpayer money pay directly abortion federal community health center funded bill,mostly-false,0.4215
When Colorado  eased medical marijuana law fatal accident involving potusing driver soared overall traffic fatality decreased,half-true,-0.872
In seven year nuclear deal expired Iran free go ahead create nuclear weapon,false,0.4939
Labor union president Andy Stern frequent visitor White House,false,0.0
Businesses leaving Illinois I think statistically proven false Bureau Labor Statistics No net business left Illinois,false,-0.296
Blue Cross’ new 90million Providence headquarters outfitted 25 million decor,pants-fire,0.0
COVID case India plummet government promotes ivermectin hydroxychloroquine use,mostly-false,0.34
The thing I said prank call blogger posing GOP contributor David Koch thing I’ve said publicly along Wisconsin budget debate,false,0.0
Joe Bidens spending sent price skyrocketing,half-true,0.0
The government closing business stop spread coronavirus even though number nothing compared H1N1 Ebola Everyone need realize government something ,pants-fire,-0.2263
Says Ted Cruz senator supported ban sex toy,mostly-false,-0.3182
The Bundy Ranch deal Nevada Sen Harry Reid using federal violence take people’s land state package resell Chinese,pants-fire,-0.6249
Joe Biden tell voter he going beat Joe Biden,false,0.0
Seventy percent Missourians support voter photo ID legislation,mostly-true,0.4019
In 2020 Wisconsin,pants-fire,0.0
Old CSPAN footage Joe Biden introducing man blackface,false,0.0
The National Defense Authorization Act fiscal year 2019 includes largest pay raise nearly 10 year,true,0.0258
A yearbook photo show Mark Kelly dressed Adolf Hitler,false,0.0
Chris Christie paid one dollar state money pension system state system broke,mostly-true,-0.4215
Ted Cruz Iowa four time Rio Grande Valley Texas ,true,0.0
I recently opportunity vote give president limited authority begin strike terrorist Iraq Syria,false,-0.6124
In Africa child dy every minute malaria,mostly-true,0.0
The TransTexas Corridor dead,mostly-true,-0.6486
Iran shooting soldier bullet etc purchased 150 billion Obama gave,mostly-false,0.0
A video Mark Zuckerberg show talking controlling billion people’s stolen data control future,pants-fire,-0.4939
Two liberal Democrat congressman arrested planning Trump’s assassination,pants-fire,-0.7906
Says headline … tell story Walker mismanaged Milwaukee County,pants-fire,0.0
We went 160 billion deficit spending President George W Bushs last year 16 trillion following year,mostly-false,-0.4019
We’re 49th United States new business created,mostly-true,0.5859
Health care reform legislation likely mandate free ‘sex change’ surgery,false,0.7579
A photo show massive crowd recent Florida rally Donald Trump,false,0.0
Six conviction connected allegation prosecutor Gov Scott Walker center criminal scheme,false,-0.5267
The Gates Foundation tested polio vax India 2000  2017 paralysed 496000 child,false,0.0
Sen Rubio worst vote attendance record Florida senator nearly 50 year,mostly-true,-0.6249
Things like … Friday class shown effective college campus reducing drinking,half-true,0.6808
What socialized medicine,false,0.0
During first four year Washington Sen Ayotte voted Koch brother nearly 90 percent time,half-true,0.0
I’m running secondlargest county district attorney’s office … 1985 staffing level,half-true,0.0
Mike Pence voted expanding Children’s Health Insurance program Hillary helped start,mostly-true,0.0
Michigan Gov Gretchen Whitmer stripped emergency coronavirus power state legislature,mostly-false,-0.3818
Florida second nation uninsured,mostly-true,0.0
Most US Senate comprised multimillionaires,mostly-true,0.0
According Pew Research 99 percent people Afghanistan support oppressive Sharia law,mostly-true,0.0
Breaking woman say offered big money Washington Post accuse Roy Moore misconduct,pants-fire,-0.2023
It simply fact insufficient funding Amtrak delayed installation positive train control safety system To deny connection derailment Philadelphia underfunding Amtrak deny reality,half-true,0.1779
"A photo taken journalist showing beach Jacksonville Fla isnt government
reopened beach news report claimed",false,0.0
Has created 60000 net new job since taking office,mostly-true,0.25
Ketanji Brown Jackson say gave pedophile lighter sentence it’s different use computer v mail get volume child porn This make ‘total sense’ according Jackson,false,0.0772
Mike Bloomberg owns wealth bottom 125 million Americans,mostly-true,0.4939
An image show President Joe Biden touching Olivia Rodrigo’s shoulder White House press briefing,pants-fire,0.0
Says Mitt Romney governor Massachusetts put place socialized medicine,pants-fire,0.0
Court order Obama pay 400 million restitution,pants-fire,-0.1027
Federal border official allowing undocumented immigrant known criminal posse arrest warrant fly US aircraft threatens homeland security,mostly-false,-0.7184
They banned face mask Hong Kong Why Because AI technology using facial recognition identify protester much anything street follow detain later,half-true,-0.7003
During 18year Senate career Russ Feingold supported judge voted deny individual Second Amendment right … He promise protect right thats record show,mostly-false,0.5859
NOT A JOKE Ilhan Omar Tells Residents ‘You Don’t Have Registered Vote’ Minnesota,false,-0.3465
Federal money Medicaid expansion guaranteed year go away,mostly-false,0.0
The immigration proposal Gang Eight amnesty,half-true,0.0
The National Rifle Association founded religious leader wanted protect freed slave Ku Klux Klan,pants-fire,0.6486
Gas cost 789 station Albuquerque New Mexico,false,0.0
One third federal prisoner today illegal immigrant,mostly-false,-0.7964
National Guard member turned back Biden’s motorcade Inauguration Day,false,0.0
Says CNN said Taliban fighter responsibly wearing mask,false,0.1531
Migrants Guatemalan Caravan stand urinate US flag throwing trash,pants-fire,0.0
Says Majority Leader Eric Cantor called abolishing Social Security Medicare,false,0.34
Republicans Congress plotting take away Medicare Medicaid Social Security,false,0.34
Repealing replacing Obamacare – that’s going save 1 trillion 10year period,false,0.4939
Georgia Secretary State Brian Kemp career politician,false,0.0
A report US General Accountability Office GAO 2008 found disposal Katrina waste AshBritt south resulted creation contaminated site along Gulf Coast two new Superfund site New Orleans,pants-fire,-0.1779
Says getting quickly middle night cause sudden death,false,-0.5994
Says Hillary Clinton Tim Kaine want shut shale shut natural gas,half-true,0.4215
GOP tax plan better working middleclass family since 88 tax relief go making 100000 le,half-true,0.7184
President Donald Trump put hold ALL EVICTIONS December,false,0.0
Says al Qaeda camp drug cartel Mexico,false,0.0
Attorney general candidate Brad Schimel cahoot Wisconsin Right Life make abortion crime Wisconsin,mostly-false,-0.5423
Ivermectin effective treatment COVID19,mostly-false,0.4767
President Donald Trump signed DEPLOYMENT ORDERS 82nd Airborne Division United States Army instructing deploy Ft Bragg NC US southern border Mexico,false,0.4215
Debt almost doubled Austin Gov Perry,true,-0.3612
Portland Bureau Transportation barely break even ticketing motorist,half-true,0.0
In 2017 number new business registration West Virginia grew nearly 11 percent 8318 new business registered year This come heel 12 percent increase new business registration 2016,mostly-true,0.3818
The White House fully cooperated Special Counsel’s investigation,false,0.4549
Seneca Jones Timber Co aiming increase logging allay fear old growth cut say mill shifted secondgeneration tree An ad company asks Do know mill Oregon retooled past 20 year,true,-0.1027
As congressman Mark Neumann voted four time increase debt,half-true,-0.0516
The 188 billion funding K12 education funding highest Florida history includes record 106 billion state fund,half-true,0.0
500 billion extension Bush tax cut wealthy go 120000 family,mostly-true,0.1027
Toomey Trump ban abortion punish woman,false,-0.7906
Nine 10 poorest state Red state,mostly-true,-0.5423
Says Rick Scott think employer able deny woman coverage birth control,mostly-true,-0.34
Over 20 percent electorate Hispanic Florida,half-true,0.0
The president come rule say No new coalfired power plant ,mostly-false,-0.296
Says researcher found fabric kill coronaviruses,mostly-true,-0.6908
Our economy still three people looking every job opening,true,0.0
The majority revenue generated proposed Kenosha casino would sent Seminole tribe Florida,false,0.0
One thing I would immediately … bring back warrior class  Petraeus McChrystal Mattis Keane Flynn  Every one retired early told President Obama thing didn’t want hear,mostly-false,0.0772
John McCain began career Washington lobbyist appointed 1976 Navys liaison United States Senate,half-true,0.4215
Says name may purged voter roll are people died,mostly-false,-0.5574
Says Hillary Clinton aide Huma Abedin tie Muslim Brotherhood,false,0.0
As result Roe v Wade America’s maternal mortality rate dropped dramatically,mostly-true,0.0
While Ukrainians bled died Congressman Budd excused killer,mostly-false,-0.836
The White House plan call lockdown due delta variant aiming late 2nd week August per WH official,false,0.0
"When NAFTA passed acceleration immigration Mexico people were
in search job",half-true,0.0
The US economy recovering slower Europe ,false,0.0
90 percent baby Down syndrome aborted,true,0.0
US Reps Hank Johnson John Lewis member Congressional Progressive Caucus socialist openly serving US Congress,pants-fire,0.0
The fact one town three lane dedicated kind get sauced,pants-fire,0.7506
Schools stopped teaching child cursive wouldn’t able read US Constitution historical document,pants-fire,-0.2263
Saudi Arabia ordered 450 billion 110 billion military order producing million job,pants-fire,0.0
Sixteen federal program exist fight homelessness duplicative,mostly-true,-0.3818
Never mind red light camera speed camera radar gun ever stopped one accident occurring,pants-fire,-0.7506
Our reserve much better shape year ago,true,0.4404
Silver Solution used strain coronavirus totally eliminate Kills Deactivates,pants-fire,-0.3976
Prices going Unemployment continuing go,half-true,-0.4404
My recommended budget includes 1 billion new state funding education,half-true,0.2023
There zero student staff anyone related school system Union County hospitalized COVID19 despite harsh criticism school COVID policy,half-true,0.5875
Hidden CARES Act obscure 135 billion tax break 43000 millionaire,mostly-true,0.5766
Links jailed lobbyist Jack Abramoff Rep CW Bill Young,pants-fire,-0.4939
The five Guantanamo detainee swapped Bowe Bergdahl back battlefield,false,-0.3818
People going door door Colorado Springs stating COVID testing rob people,false,-0.5574
While Richard Cordray Attorney General 12000 rape kit like Allyssas left untested Cordrays failure left serial rapist free strike Then Mike DeWine became Attorney General He tested 12000 rape kit Now hundred rapist behind bar,half-true,-0.9648
Nancy Pelosi Adam Schiff rest corrupt Democrats made promise crazy leftwing base would impeach even BEFORE I took office,false,-0.0258
Part omnibus gun bill year legalizing machine gun state Missouri,half-true,-0.5859
President Trump told Paul Ryan ‘You’re fired’,pants-fire,0.0
One 13 Black Americans deprived right vote,half-true,-0.4767
There precedent Democrats deception  We never written reconciliation bill amend law exist,half-true,-0.4404
Says wont recount Alabama Democratic judge said going erase computer file  Wednesday morning,pants-fire,0.0
While FAKE NEWS CNN Bernie Sanders cut using term fake news describe network They said technical difficulty,false,-0.8868
Unlike marijuana medical cannabis oil cannot get high,true,0.0
Arizona could decertify 2020 presidential election,pants-fire,0.0
The point defunding Police Minneapolis Minnesota Obama settled 1 Million Islamics They want Sharia Law,false,0.0772
Taxpayers earning 1 million pay effective tax rate four time taxpayer earning 100000 pay,true,0.3182
Repeated request additional security Benghazi routinely denied Hillary Clinton’s State Department,true,-0.128
Says Milwaukee black 55 percent male unemployment 60 percent truancy 50 percent graduation rate worst reading score lead infant mortality,half-true,-0.7906
USDA approves slaughterhouse producing horse meat human consumption,mostly-false,0.4019
Were losing thousand veteran waiting line cant get speedy health care Veterans Administration,half-true,0.1531
The people Tiverton historically supported gambling measure rate higher rest state,true,0.3182
Under Obamacare Virginia taxpayer would forced pay abortion General Assembly recently intervened,false,-0.5267
Last year ExxonMobil made 19 billion profit Guess They paid zero tax They got 156 million refund IRS,false,0.4404
In North Carolina near national average unemployment,half-true,-0.4404
Eric Cantor took 5 million Sheldon Adelson Las Vegas casino owner,mostly-false,0.0
The knife ground police arrived scene Ma’Khia Bryant shooting,false,0.0
Photos show six fire around world last 24 hour,mostly-true,-0.34
Image show Nancy Pelosi drunk kissed President Barack Obama,false,0.0516
Says Bill Clinton basically told thenAttorney General Loretta Lynch 2016 killed Vince Foster,pants-fire,-0.6705
Says Joe Biden Kamala Harris want massive tax hike working family,false,0.0772
94 percent winning candidate 2010 money opponent,mostly-true,0.5267
I fought hard state Senate seat I lost four point I raised 700000,mostly-false,-0.6124
There group going home pretending official home affair They document letterhead Department Home Affairs claim confirming everyone valid ID upcoming census They robbing home,false,0.1027
Barack Obama began presidency apology tour,pants-fire,0.0516
Last year handgun killed 48 people Japan 8 Great Britain 34 Switzerland 52 Canada 58 Israel 21 Sweden 42 West Germany 10728 United States,half-true,0.34
Soros Obama Dems Ordered Shutdown Stage Coup,pants-fire,0.0
2014 midterm election spending left right equal,half-true,0.0
Under President Barack Obama’s watch oil production federal land decreased 14 percent past year,half-true,0.0
Milwaukee seen uptick violence since 2010 period calm get winter set,mostly-true,-0.4215
Portland Public Schools invite wellpaid wellfed school bureaucrat administrator teacher staff nonneedy student affluent parent student adult including extreme adult homeless illegal alien fanatical Muslim terrorist drug addicted street people enjoy cheap breakfast taxpayerpaid school facility amidst school child,mostly-false,-0.6705
Ive standing  Chinese government woman right standing human right,half-true,0.0
Ukrainian attack destroys skyscraper Moscow,false,-0.7717
We currently one guy charge painting entire Milwaukee County park system,half-true,0.0
The United States industrialized country guarantee paid time care new child,mostly-true,0.7906
The federal tax code includes deduction bird flying across America,true,0.0
Congress vacation,mostly-false,0.0
Says photo show Barack Obama smiling shaking hand Hassan Rouhani,pants-fire,0.6705
An Illinois couple received five votebymail application vote five time,false,0.0
Under President Barack Obama Americans poverty  time since Census Bureau began keeping record 50 year ago,half-true,-0.5106
Georgia one seven state country AAA bond rating,true,0.0
Medicare began public option hold 97 percent market share,mostly-true,0.296
Rhode Island continues highest rate substance abuse country,true,-0.6369
On last night General Assembly 11 oclock 95 98 percent business done So really didnt latenight session We holding one bill,false,0.0
The United States No 1 energy producer world That happened recently,half-true,0.4019
The board nonprofit organization Obama served paid director  granted funding controversial Arab group,mostly-false,0.0516
Reporters uncovered another Scott company accused criminal act But Scott wont come clean,false,-0.6895
We essentially repealed Obamacare got rid individual mandate  primary source funding Obamacare,false,0.0
Says Tallahassee mayor Andrew Gillum want make Florida sanctuary city sanctuary state,half-true,0.0772
On first day Ghislaine Maxwell trial CEO Twitter resigned CEO Walmart resigned CEO CNBC resigned,mostly-false,-0.6124
When Joe Biden’s son Hunter serving director Ukraine’s largest private gas producer elder Biden threatened withhold 1 BILLION US aid Ukraine didn’t fire prosecutor looking gas company,half-true,-0.6597
More 1000 American soldier lost life Afghanistan last 27 month This combined total nine year,false,-0.3182
Says Vladimir Putin said West controlled Satanic pedophile,false,0.0
Nationally unemployment rate veteran far greater national unemployment rate Wisconsin one rare example unemployment actually lower veteran population whole certainly lower nationally,half-true,-0.802
On assault weapon violence Ducks protection people Virginia,pants-fire,-0.8779
Says Scott Walker said wouldnt touch state civil service system support overhauling,mostly-false,0.4019
World renowned expert declare live normally practice simple hygiene stay home sick use protective measure vulnerable population,half-true,-0.6369
Says Maggie Hassan pay zero property tax 500000 home,mostly-false,-0.1027
Says Mike Huckabee appeared diabetes infomercial endorse cure treatment health agency support,true,0.6124
If Dow Joans ever fall 1000 ‘points’ Single Day sitting president loaded into big cannon Shot sun TREMENDOUS SPEED No excuse,pants-fire,-0.2263
Canada criminalized CV19 measure requiring mask distancing quarantining  vaccine,false,0.0
Says photo show pack wolf walking single line snow led sick,false,-0.5106
If like private plan keep,mostly-false,0.3612
The signer Declaration Independence brave people way clergyman,pants-fire,0.5267
Baby boomer didn’t autism seizure allergy ailment kid,mostly-false,0.0
Marines investigating 3 ancient pyramid discovered Antarctica,false,0.0
Since fourth quarter last year recently weve added almost 50000 job coal sector In month May alone almost 7000 job,mostly-false,-0.25
Underreported fact President realDonaldTrump raised small dollar donation Obama 2012 Clinton Bernie combined,mostly-true,0.0
Wisconsin state allows parent guardian purchase alcohol child – regardless whether child seven 20 year old – bar restaurant,false,0.0
Says Jacky Rosen promised repeal middleclass tax cut,mostly-false,0.1027
In 1960 black child raised twoparent monogamous family Today 20 percent black child raised twoparent monogamous family,mostly-true,0.0
Amazing fact Senate already voted amendment 2015 Reid allowed ALL YEAR last year,mostly-true,0.5859
Say Matt Wand cut Troutdale police created slush fund,pants-fire,-0.0258
I keep tax low cut I My opponent raise,half-true,-0.4939
Says he signed pledge raise tax four time,true,0.0
Lilibet baby daughter Duke Duchess Sussex made first appearance queen,false,0.0
Ketanji Brown Jackson gave lecture talking critical race theory one component consider making decision bench,false,-0.3182
Sunday never used voting day Georgia,false,0.0
Bill Gates hatch horribly stupid plan block sun,false,-0.8658
Crime rise community casino,half-true,-0.5423
No country second wave COVID19 trying unseat President November,false,-0.296
All private healthcare plan must conform government rule participate Healthcare Exchange,true,0.0
Says Maxine Waters Nancy Pelosi Bernie Sanders passed six bill combined 67 year,false,0.0
Says national CocaCola study showed Texans love Texas resident state love state Wisconsinites ranked second,mostly-false,0.8555
Says Hurricane Harvey dropped water Houston five day go Niagara Falls year,false,0.0
Says Ohio Rep Marcy Kaptur actually life fancy condo Washington DC  suburbs,false,0.0
When child given vaccine COVID19 viral gene injected childrens cell This gene force child’s body make toxic spike protein These protein often cause permanent damage children’s critical organ,false,-0.6705
Says half many student one Georgia technical college two year ago,mostly-true,0.0
Department Veterans Affairs doctor prohibited recommending medical marijuana,true,0.0
Nancy Pelosi Removed From Benefit ‘Being So Drunk She Couldn’t Stand Up’ ,pants-fire,0.079
Says I disagreed President Obama’s Secure Communities deportation program,half-true,0.0258
Schools trying make law teacher see girl private part make sure theyre trans,mostly-false,0.3182
During first year President Obama said going visit Kim Jongll Ahmadinejad Assad Chavez – worst actor world,mostly-false,-0.6249
A provision Senate immigration bill would require government permission get second job,half-true,0.0
In Florida 300000 people going lose individual coverage Obamacare Now people next year don’t health insurance,mostly-false,-0.4019
Says Nancy Pelosi Beto O’Rourke photographed El Chapo,pants-fire,0.0
Says poll found Republican candidate could beat Barack Obama Texas  eight point,half-true,0.0
Blue Cross Blue Shield pay doctor 40000 bonus fully vaccinating least 100 patient age two,false,0.4767
Every time they’ve done border patrol they’ve taken people trafficked drug That’s federal government’s role They’re job,half-true,0.0
Says Wisconsin welcome sign includes message warning criminal terrorist 170000 Wisconsin resident legal permit carry handgun,pants-fire,-0.7906
Tuberculosis recently passed HIVAIDS leading infectious killer globally,half-true,-0.6486
Says Senate Republicans following longstanding tradition filling vacancy Supreme Court middle presidential election year,false,0.5574
The state highest per caput number … gun end committing crime New York come Vermont,half-true,-0.6486
There 120000 solar energy job United States 1700 Georgia,half-true,0.5994
229 Christian missionary sentenced death Afghanistan,false,-0.6124
Says Mitt Romney’s housing policy Don’t try stop foreclosure process Let run course hit bottom,half-true,-0.4019
President Trump kicked California ballot,pants-fire,0.0
China today burning seven eight time amount coal we’re burning United States,mostly-true,0.4215
When father became commander chief country got international business,pants-fire,0.0
More people losing insurance due Obamacare becoming newly insured,false,-0.4364
States cumulatively cut 18 billion mental health service 2009 2011 This largest reduction state mental health service half century,mostly-true,-0.2732
More 260000 Americans employed domestic solar industry — three time many worker employed entire coal mining industry,mostly-true,0.0
California 49th 50 United States per caput housing unit Only Utah lay claim lowest per caput production,true,0.0516
I balanced budget four straight year paid 405 billion debt,false,-0.1531
In Trump’s first year president job growth slowed sixyear low,half-true,0.128
The richest 1 percent financial wealth bottom 95 percent combined,mostly-true,0.765
Incoming House Speaker Dean Cannon incoming Senate President Mike Haridopolos said plan champion effort next legislative session allow oil rig Floridas coast,true,0.6486
This administration slashing Navy pay Obamacare,pants-fire,-0.3612
120000 spent taxpayer Charlie Crists political photoop special session,mostly-true,0.4019
Governor Evers AG Josh Kaul Speaker Robin Vos demanding ‘Red Flag Gun Seizures’ Wisconsin would allow gun seizure proof arrest indictment conviction due process,mostly-false,-0.7351
The average family America fork hardearned income local hospital IRS,true,0.0
Iran’s regime responsible 1000 American casualty Iraq war plotted terrorist attack nation capital,mostly-true,-0.93
Seventytwo percent Georgians chance finish college,mostly-true,0.25
The national debt grew estimated 15 billion last weekend,true,-0.3612
Says Republican state convention actually larger Republican National Convention,mostly-true,0.0
Deborah Ross defends want burn American flag even called effort ban flagburning ‘ridiculous’ yet refused help disabled veteran fly flag,mostly-true,-0.4215
One first nurse receive vaccine AL dead,false,-0.6486
 Scary fact national debt In 1791 75 million Today rise amount hour,half-true,-0.6908
The Obama administration policy reduced minority dropout rate 25 percent,half-true,0.0
New York consistently rank one worst voting turnout state nation,true,-0.6249
Background check unequivocally shown reduce gun violence,half-true,-0.7579
The Ukrainian government indicted Burisma gas company  named Hunter Biden accepting million dollar slush fund,false,0.3818
When Marcy Kaptur brought home 42 million new manufacturing job Dennis Kucinich voted,half-true,0.0
Rand Paul want end federal faithbased initiative even end deduction religious charity,mostly-true,0.4767
Government imposed lockdown NOT reduce COVID19 case stop spike,false,-0.3612
In Washington Congressman Joe Heck support privatizing Social Security turning saving Wall Street risking stock market,mostly-false,0.4215
AARP endorsed Biden say past 75 die go away,pants-fire,-0.4404
Gov Kitzhaber oversaw creation Oregon driver card law behind closed door without allowing input citizen represent public interest,mostly-false,0.6249
The economy every metric better I came office,mostly-false,0.4404
Said Planned Parenthood’s early objective help kill black baby came world,pants-fire,-0.4588
Fifty percent Ottawa police force turned resignation,false,-0.296
Deals struck first foreign trip president made saved million job,false,0.2023
Actor Tom Selleck praised President Donald Trump meeting Breitbart,false,0.4939
The minute president speaks someone ability declassify anything time without process,mostly-true,0.3182
Congress spent 66 first 100 day term recess,mostly-true,0.0
Says Joe Biden help build Afghanistan’s pipeline,false,0.4019
Medicare going broke The trust fund go bankrupt 2026,mostly-false,-0.4767
Sixmonth Pfizer data show COVID vaccine cause illness prevents,pants-fire,-0.34
South Carolina fastestgrowing economy Southeast,mostly-true,0.0
Says man rushed stage Dayton Ohio chatter ISIS ISIS social medium post,false,0.0
Mary Burke’s record 130000 fewer job,false,0.0
Now COVID19 … people dependent drug alcohol,mostly-true,0.0
In defeat Republican Rep Karen Handel Democratic challenger Lucy McBath outspent 51,false,-0.3612
Says Pelosi blackmail Congress She demand mailin voting 2nd stimulus family,false,-0.128
Portland goon squad Blackwater contractor federal officer,false,0.0
The DC looting staged antifa,pants-fire,0.0
Says Andrew Gillum far left socialist platform,false,0.0
Amendment 1 protects Florida senior scam ripoffs,false,-0.34
Even permanent income tax increase budget 1 billion balance…,mostly-true,0.3182
Our national debt  track exceed size entire economy  two year,true,-0.3612
Says Donald Trump Ron Johnson oppose woman right choose Johnson voted Violence Against Women Act,mostly-true,-0.6249
Over past year Illinois reduced unemployment rate top 20 populated state nation — Midwestern peer,mostly-true,-0.2732
Canada’s new law allows government take child away parent don’t accept kids’ ‘gender identity’,false,0.3818
Secretly unbeknownst member Congress 105 billion hidden Obamacare legislation,mostly-false,0.0
Flint Mich paying three time poison water I paying Burlington Vt clean water,mostly-true,-0.2023
Guantanamo Bay detainee get H1N1 vaccine,true,0.0
Says 89 member Congress hold dual citizenship Israel,pants-fire,0.0
US Rep Conor Lamb said would NOT vote Nancy Pelosi Speaker,pants-fire,0.0
Judge Ketanji Brown Jackson gave child porn offender sentence guideline prosecutor requesting showing soft child pornography offender,mostly-false,-0.5719
A Texas GOP lawmaker recently introduced bill would allow death penalty woman abortion,mostly-true,-0.7184
Gov Scott Walker’s plan freeze pay state employee includes 54 percent raise,false,-0.0516
Says Joe Biden’s order stopping Keystone pipeline made oil expensive u use,mostly-false,-0.1531
Surface temperature Earth stabilized,mostly-false,0.0
Half adult preexisting condition could affect their health care coverage,mostly-true,0.4939
Says Fox New chyron said Snickers candy bar changing texture cancel culture,false,-0.25
Kendrick Meek claim he candidate said Sonia Sotomayor make excellent Supreme Court justice,true,0.8934
Says Tom Hanks photographed wearing Tshirt antiTrump message begin I going Trump voter Halloween but…,pants-fire,0.0
Since 1938 minimum wage increased 23 time raised 21 time Democratic congress twice Republican one,mostly-true,0.2732
Governor Scott Cut Taxes 40 Times For Florida Families,half-true,-0.2732
Says Bill Gates said least 3 billion people need die planet,false,-0.5994
This parent trigger legislation drafted President Obamas top adviser It drafted President Clinton’s top adviser,false,0.3818
Hillary Clinton want raise tax trillion dollar,half-true,0.0772
The US left Taliban arsenal Afghanistan including 358530 assault rifle 22174 Humvees,mostly-false,-0.5859
Obama secretly gave citizenship 2500 Iranians part nuke deal,false,0.0
Very little defense budget — le 10 percent — actually go fighting ISIS international terrorism,mostly-false,-0.766
3 trillion federal coronavirus stimulus package borrowed basically China,false,0.0
Says Clackamas County urban renewal debt Oregon county combined,half-true,-0.3612
Says photo show Beto O’Rourke college drunk pissing pant,pants-fire,-0.6249
The Affordable Care Act likely go biggest tax increase history,pants-fire,0.6705
There chemical irritant used clear crowd Pepper ball chemical irritant,pants-fire,-0.6124
Says Barack Obama getting nominee confirmed faster President George W Bush time second term,false,0.0
Women receive 77 cent every dollar man earns,mostly-true,0.0
Hackers posting sexual video picture Facebook wall You don’t see friend seems posted,false,0.4939
Although governor doubled beach fee    money found going outofstate company The state isnt even getting money,pants-fire,0.0
Says state required pick 70 percent cost K12 education,mostly-false,0.0
When pull gas pump fill car get cell phone search Bluetooth device If sequence letter number show don’t pay pump One pump credit card skimmer inside All skimmer run bluetooth,half-true,0.3612
In one Colorado hospital 50 percent newborn tested marijuana system,half-true,0.0
You see whole bunch Korean car United States dont see American car Korea,mostly-true,0.4215
The contagiousness coronavirus delta variant valued 5 9½ value closer 10 within six week whole country test positive delta regardless vaccination,mostly-false,0.836
Florida’s proposed Health Care Freedom Act allow Floridians opt Obama’s govt takeover healthcare,false,0.8519
Says several wellknown charity Goodwill American Red Cross overpay CEOs spend small percentage helping people,mostly-false,0.6124
Says 80 percent North Carolinians support concept men women’s restroom changing room bathroom etc,half-true,0.4019
You must apply get second stimulus check I’ve already filed mine receiving 2000 month rest year,pants-fire,0.0
John McCain keep estate tax 0 percent,false,0.0
As first lady Clinton would travel place small poor dangerous president,mostly-false,-0.7351
A majority every state favor path citizenship undocumented immigrant,mostly-true,0.4019
Says Mike DeWine interfered stifled sexual harassment investigation eliminated office investigated harassment claim within AG’s office,mostly-false,-0.8555
Says Georgians get health insurance 105 month,mostly-true,0.0
Says President Donald Trump’s action coronavirus No 1 fired pandemic team two year ago No 2 he defunding Centers Disease Control,half-true,-0.7906
Since I took office Wisconsin rank 11th nation total business establishment growth compared 47th year Mary Burke Commerce secretary,true,0.3818
Says McCain voted let government charge rape victim forensic exam,pants-fire,-0.7783
With bill bringing 100 million property tax relief typical Wisconsin homeowner save approximately 680 four year,pants-fire,0.743
Youth unemployment roof,false,-0.4404
Sanders’ Medicare All plan would cost entire federal budget spend,false,0.0
Says shes beating Democratic opponent Cal Cunningham and also first black female US Senate candidate beating incumbent Senator Thom Tillis every poll gate,half-true,-0.7184
Hedge fund manager others private equity pay much lower tax rate income truck driver teacher nurse,false,-0.3818
Says associate financier Bill Browder sent huge amount money 400 million contribution campaign Hillary Clinton,pants-fire,0.3182
Girl Scouts support Planned Parenthood proabortion politician,false,0.4019
Says Florida model successful pretrial release program,half-true,0.5859
Pete Sessions held least two fundraiser adultthemed club made apology,half-true,0.0516
If look job lost private sector opposed job gain public sector whack The government growing private economy shrinking,half-true,0.4215
Thanks President Trump Republicans past year July US manufacturing added 327000 job 12month period since April 1995 figure added healthy 345000 position,mostly-true,0.6808
Putin stated Russian citizen 2 option Stay home 15 day jail 5 year,false,0.0
Says Texas lead nation fatal industrial accident,half-true,-0.765
Says Rob Portman even voted allow people terrorism watch list buy gun,false,-0.8658
Walmart kidnapping kid selling proven searching girl shoe 5000 Walmartcom,pants-fire,0.0
Forty aide serve President Barack Obama owe 333485 back tax,mostly-true,0.0
There 390 million gun street country 329 million people,true,-0.34
While 9000 state employee added state’s payroll Oregon’s revenue forecast dropped 4 billion,half-true,0.0
Says image show Pete Buttigieg leather suit posing two men,pants-fire,0.0
Missouri largest amount millennial Democrats running state country,true,0.0
Says New York Times wrote Barack Obama wiretapping Donald Trump election,false,0.0
On average woman make 77 cent every dollar men make,mostly-true,0.0
Says Jim Renacci opposed increasing combat bonus troop,false,0.2732
